report_date,city,tavg,tmin,tmax,prcp,rhum,wspd
2023-05-22,Cork,13.5,10.1,16.7,1.3,,21.8
2023-05-22,Dublin,12.3,10.3,17.2,0.0,,16.7
2023-05-22,Limerick,13.1,9.5,17.1,0.0,,17.1
2023-05-23,Cork,12.0,7.7,17.0,0.0,,19.5
2023-05-23,Dublin,11.9,7.5,19.3,0.0,,15.2
2023-05-23,Limerick,11.9,7.5,16.5,0.0,,12.9
2023-05-24,Cork,13.1,8.5,17.1,0.0,,20.5
2023-05-24,Dublin,12.4,7.4,18.1,0.0,,16.3
2023-05-24,Limerick,13.3,7.7,17.9,0.0,,10.5
2023-05-25,Cork,15.4,12.2,21.0,0.0,,15.2
2023-05-25,Dublin,13.7,9.2,20.3,0.0,,12.7
2023-05-25,Limerick,15.3,11.8,19.4,0.0,,14.1
2023-05-26,Cork,14.8,11.2,18.5,0.0,,14.4
2023-05-26,Dublin,13.6,9.3,18.8,0.0,,12.5
2023-05-26,Limerick,15.6,8.1,22.5,0.0,,13.6
2023-05-27,Cork,15.2,10.1,19.6,0.0,,11.2
2023-05-27,Dublin,14.5,8.1,20.5,0.0,,9.6
2023-05-27,Limerick,16.2,9.8,21.5,0.0,,9.3
2023-05-28,Cork,13.2,10.2,15.7,0.6,,13.8
2023-05-28,Dublin,12.6,11.0,16.1,0.0,,19.2
2023-05-28,Limerick,14.0,9.5,18.8,0.0,,14.7
2023-05-29,Cork,13.1,8.5,17.5,0.0,,18.8
2023-05-29,Dublin,13.1,6.7,17.1,0.0,,18.4
2023-05-29,Limerick,14.9,6.4,22.2,0.0,,12.9
2023-05-30,Cork,14.4,10.5,18.2,0.0,,17.0
2023-05-30,Dublin,13.3,7.8,18.2,0.0,,15.0
2023-05-30,Limerick,17.1,7.6,24.6,0.0,,13.5
2023-05-31,Cork,14.1,11.5,18.1,0.0,,17.7
2023-05-31,Dublin,12.4,7.5,16.3,0.0,,16.8
2023-05-31,Limerick,17.7,9.6,23.9,0.0,,16.3
2023-06-01,Cork,14.1,10.0,18.4,0.0,,14.1
2023-06-01,Dublin,12.5,7.6,16.5,0.0,,17.0
2023-06-01,Limerick,17.1,9.0,24.7,0.0,,12.8
2023-06-02,Cork,13.3,10.5,16.0,0.0,,14.0
2023-06-02,Dublin,12.3,11.4,17.8,0.0,,16.3
2023-06-02,Limerick,16.4,8.5,23.0,0.0,,11.8
2023-06-03,Cork,14.2,9.6,19.0,0.0,,11.9
2023-06-03,Dublin,13.4,6.4,19.3,0.0,,12.0
2023-06-03,Limerick,16.8,7.5,23.8,0.0,,8.4
2023-06-04,Cork,15.0,10.0,19.5,0.0,,14.4
2023-06-04,Dublin,14.3,7.1,19.5,0.0,,13.2
2023-06-04,Limerick,17.9,7.9,24.7,0.0,,10.5
2023-06-05,Cork,14.9,10.0,19.6,0.0,,13.1
2023-06-05,Dublin,14.4,8.9,19.5,0.0,,14.1
2023-06-05,Limerick,18.4,8.5,25.3,0.0,,10.6
2023-06-06,Cork,13.9,10.7,17.7,0.0,,16.0
2023-06-06,Dublin,12.7,8.6,16.7,0.0,,16.0
2023-06-06,Limerick,18.1,9.9,24.5,0.0,,12.0
2023-06-07,Cork,12.8,9.2,16.0,0.0,,17.1
2023-06-07,Dublin,11.9,6.7,14.9,0.0,,18.3
2023-06-07,Limerick,15.7,8.5,21.0,0.0,,13.2
2023-06-08,Cork,15.4,12.3,18.0,0.0,,28.1
2023-06-08,Dublin,12.2,7.6,15.8,0.0,,20.0
2023-06-08,Limerick,16.8,9.2,23.0,0.0,,13.9
2023-06-09,Cork,15.5,14.0,17.2,1.1,,25.2
2023-06-09,Dublin,14.1,10.2,18.7,0.0,,19.2
2023-06-09,Limerick,18.1,10.8,23.1,0.0,,16.5
2023-06-10,Cork,15.4,14.7,16.1,12.1,,17.7
2023-06-10,Dublin,15.4,11.1,20.2,0.9,,11.7
2023-06-10,Limerick,18.1,15.8,20.6,9.9,,14.8
2023-06-11,Cork,16.0,14.5,19.0,1.5,,12.0
2023-06-11,Dublin,18.6,14.9,23.2,0.0,,9.3
2023-06-11,Limerick,18.5,16.4,22.5,2.0,,15.6
2023-06-12,Cork,17.3,14.6,21.1,6.1,,15.3
2023-06-12,Dublin,16.8,14.3,21.8,5.2,,8.0
2023-06-12,Limerick,17.6,15.2,21.4,0.5,,9.9
2023-06-13,Cork,18.4,15.0,22.5,1.0,,13.5
2023-06-13,Dublin,19.4,16.2,25.2,0.0,,12.2
2023-06-13,Limerick,20.1,16.4,24.8,0.0,,9.6
2023-06-14,Cork,18.5,14.0,22.2,0.1,,9.9
2023-06-14,Dublin,17.4,13.6,21.8,0.0,,14.8
2023-06-14,Limerick,18.7,13.4,24.2,0.0,,9.0
2023-06-15,Cork,16.4,12.7,20.7,0.1,,8.8
2023-06-15,Dublin,16.2,9.3,23.4,0.0,,10.4
2023-06-15,Limerick,19.4,15.3,25.7,17.0,,7.6
2023-06-16,Cork,15.8,13.5,17.6,6.5,,16.0
2023-06-16,Dublin,15.9,11.4,22.0,16.5,,9.8
2023-06-16,Limerick,18.4,15.7,22.3,3.5,,17.1
2023-06-17,Cork,16.4,14.2,19.0,5.4,,12.3
2023-06-17,Dublin,15.5,14.2,20.3,1.0,,15.3
2023-06-17,Limerick,17.3,14.7,22.3,4.1,,11.5
2023-06-18,Cork,16.3,13.5,18.8,5.5,,15.7
2023-06-18,Dublin,17.1,14.7,22.2,0.8,,13.2
2023-06-18,Limerick,17.7,14.7,22.3,4.1,,13.5
2023-06-19,Cork,15.8,12.1,19.1,1.4,,13.2
2023-06-19,Dublin,18.1,13.5,22.6,0.0,,13.5
2023-06-19,Limerick,16.4,13.5,20.4,8.9,,7.8
2023-06-20,Cork,15.9,13.0,19.5,3.7,,12.3
2023-06-20,Dublin,16.6,12.6,19.7,17.7,,8.7
2023-06-20,Limerick,16.3,13.5,19.8,9.1,,11.2
2023-06-21,Cork,16.3,13.5,20.5,2.9,,8.5
2023-06-21,Dublin,17.7,13.0,23.8,0.0,,14.4
2023-06-21,Limerick,17.4,13.7,20.8,0.0,,12.6
2023-06-22,Cork,17.0,13.2,20.5,2.0,,12.8
2023-06-22,Dublin,16.2,9.7,21.0,0.3,,11.0
2023-06-22,Limerick,17.1,9.7,22.7,4.1,,11.1
2023-06-23,Cork,16.9,14.2,18.2,6.6,,22.9
2023-06-23,Dublin,18.7,14.7,22.2,0.0,,16.0
2023-06-23,Limerick,19.1,16.5,21.7,3.3,,20.7
2023-06-24,Cork,17.0,16.0,18.2,0.9,,23.1
2023-06-24,Dublin,20.6,17.8,25.2,2.9,,17.8
2023-06-24,Limerick,19.8,17.5,24.1,0.8,,23.6
2023-06-25,Cork,16.1,12.0,19.1,5.5,,19.5
2023-06-25,Dublin,16.5,15.1,21.5,1.0,,14.8
2023-06-25,Limerick,16.5,14.4,17.8,11.6,,24.1
2023-06-26,Cork,14.2,10.1,17.7,0.0,,16.5
2023-06-26,Dublin,15.3,11.2,20.9,0.4,,16.0
2023-06-26,Limerick,15.4,12.9,17.7,0.3,,20.7
2023-06-27,Cork,17.0,14.5,20.1,0.9,,21.2
2023-06-27,Dublin,17.9,14.6,23.2,1.3,,16.4
2023-06-27,Limerick,17.7,15.3,20.0,0.3,,22.5
2023-06-28,Cork,16.1,12.7,19.0,1.1,,20.4
2023-06-28,Dublin,16.3,15.1,21.0,1.1,,15.0
2023-06-28,Limerick,16.0,12.9,17.8,5.1,,15.4
2023-06-29,Cork,14.1,10.6,17.7,0.7,,15.6
2023-06-29,Dublin,14.4,9.5,19.7,0.8,,15.0
2023-06-29,Limerick,15.5,12.9,18.0,0.5,,19.7
2023-06-30,Cork,15.6,12.0,18.6,0.9,,20.3
2023-06-30,Dublin,15.1,13.1,17.9,1.0,,18.8
2023-06-30,Limerick,15.3,13.0,17.0,4.1,,26.5
2023-07-01,Cork,15.3,12.2,18.5,0.0,,26.9
2023-07-01,Dublin,14.8,13.1,20.2,0.0,,30.9
2023-07-01,Limerick,15.3,13.3,16.8,0.3,,27.9
2023-07-02,Cork,13.5,10.5,17.5,0.0,,18.2
2023-07-02,Dublin,13.2,10.0,18.9,4.3,,21.1
2023-07-02,Limerick,14.3,12.6,17.2,0.3,,23.7
2023-07-03,Cork,12.9,10.0,15.5,0.1,,21.9
2023-07-03,Dublin,12.3,9.2,18.8,7.5,,18.0
2023-07-03,Limerick,14.1,11.4,16.6,6.1,,25.8
2023-07-04,Cork,13.1,10.2,17.0,5.1,,18.3
2023-07-04,Dublin,13.4,8.8,20.0,2.1,,17.0
2023-07-04,Limerick,13.7,11.6,16.1,3.0,,19.5
2023-07-05,Cork,13.2,9.2,17.4,0.2,,16.7
2023-07-05,Dublin,13.5,8.8,19.0,0.7,,17.0
2023-07-05,Limerick,13.7,11.7,16.7,1.5,,19.8
2023-07-06,Cork,13.6,10.5,15.6,17.4,,23.9
2023-07-06,Dublin,15.0,12.1,19.9,1.4,,20.8
2023-07-06,Limerick,15.2,11.8,17.9,5.6,,21.5
2023-07-07,Cork,16.1,15.5,17.5,5.0,,31.8
2023-07-07,Dublin,18.1,14.8,22.2,0.0,,19.7
2023-07-07,Limerick,18.8,16.4,21.6,6.1,,29.2
2023-07-08,Cork,15.3,12.5,17.7,2.6,,28.0
2023-07-08,Dublin,18.4,15.6,22.3,0.3,,21.2
2023-07-08,Limerick,17.9,14.7,20.9,0.5,,28.5
2023-07-09,Cork,14.3,11.5,17.6,7.6,,16.7
2023-07-09,Dublin,15.7,11.5,22.5,3.4,,14.0
2023-07-09,Limerick,15.7,13.4,18.8,7.1,,12.9
2023-07-10,Cork,15.1,13.1,18.7,6.6,,18.9
2023-07-10,Dublin,14.9,11.5,17.6,13.6,,11.0
2023-07-10,Limerick,15.7,13.9,18.5,13.0,,9.9
2023-07-11,Cork,14.8,11.7,18.7,0.8,,16.7
2023-07-11,Dublin,15.4,13.0,20.9,2.3,,14.1
2023-07-11,Limerick,15.5,12.5,18.5,2.0,,16.7
2023-07-12,Cork,14.4,10.1,17.7,6.3,,14.2
2023-07-12,Dublin,15.1,12.3,21.0,0.0,,21.8
2023-07-12,Limerick,15.8,13.5,18.1,1.0,,19.2
2023-07-13,Cork,14.2,10.6,17.2,0.7,,15.4
2023-07-13,Dublin,14.8,10.9,20.4,5.3,,10.8
2023-07-13,Limerick,15.1,12.7,16.9,4.1,,14.3
2023-07-14,Cork,15.1,12.6,18.7,17.0,,24.6
2023-07-14,Dublin,14.6,12.3,18.2,15.2,,20.6
2023-07-14,Limerick,15.1,13.6,17.5,26.9,,18.9
2023-07-15,Cork,13.8,12.0,16.6,4.2,,24.2
2023-07-15,Dublin,14.2,13.1,15.9,8.0,,24.9
2023-07-15,Limerick,14.6,13.5,16.4,10.9,,27.0
2023-07-16,Cork,13.5,9.7,18.0,9.2,,16.5
2023-07-16,Dublin,14.2,12.3,19.5,6.9,,19.8
2023-07-16,Limerick,14.5,12.5,17.1,7.1,,20.2
2023-07-17,Cork,13.5,9.6,18.6,2.5,,16.3
2023-07-17,Dublin,14.6,11.1,20.0,6.8,,13.4
2023-07-17,Limerick,14.7,12.5,18.5,3.0,,15.2
2023-07-18,Cork,16.0,11.6,20.3,23.6,,20.0
2023-07-18,Dublin,14.2,12.4,18.5,5.4,,11.1
2023-07-18,Limerick,16.1,12.7,20.2,17.0,,14.6
2023-07-19,Cork,15.0,12.5,18.8,0.0,,19.0
2023-07-19,Dublin,14.3,12.4,18.5,0.7,,12.6
2023-07-19,Limerick,15.4,11.6,18.6,0.0,,13.5
2023-07-20,Cork,13.8,10.5,17.0,0.0,,18.6
2023-07-20,Dublin,13.7,11.4,19.5,0.4,,12.3
2023-07-20,Limerick,14.7,11.6,17.5,0.0,,13.0
2023-07-21,Cork,13.7,10.6,17.7,0.3,,16.2
2023-07-21,Dublin,13.4,10.6,18.9,13.5,,16.3
2023-07-21,Limerick,14.2,12.4,17.6,2.0,,16.0
2023-07-22,Cork,15.8,12.7,18.1,7.5,,18.6
2023-07-22,Dublin,15.8,13.0,20.0,30.8,,12.2
2023-07-22,Limerick,16.4,13.7,19.6,7.9,,17.2
2023-07-23,Cork,15.8,13.6,19.0,5.4,,17.0
2023-07-23,Dublin,14.5,14.8,15.9,1.5,,20.6
2023-07-23,Limerick,16.1,14.8,18.1,3.6,,20.0
2023-07-24,Cork,14.8,11.5,18.6,0.2,,20.0
2023-07-24,Dublin,13.6,10.2,18.8,0.0,,11.9
2023-07-24,Limerick,15.1,11.5,18.7,0.0,,16.0
2023-07-25,Cork,13.9,10.1,16.7,0.0,,12.0
2023-07-25,Dublin,13.7,7.3,20.0,0.6,,12.4
2023-07-25,Limerick,15.1,9.2,18.9,0.0,,7.4
2023-07-26,Cork,14.9,11.2,16.6,9.9,,18.8
2023-07-26,Dublin,15.1,9.8,17.8,7.8,,11.4
2023-07-26,Limerick,16.1,13.5,17.8,10.7,,17.8
2023-07-27,Cork,17.4,13.2,22.7,0.0,,13.6
2023-07-27,Dublin,17.8,15.6,23.5,0.0,,18.4
2023-07-27,Limerick,16.7,15.0,19.4,2.0,,17.9
2023-07-28,Cork,14.2,12.5,16.2,0.3,,18.5
2023-07-28,Dublin,16.5,13.4,21.1,0.5,,15.6
2023-07-28,Limerick,15.6,13.8,18.4,1.0,,20.4
2023-07-29,Cork,14.4,11.0,18.2,0.0,,23.0
2023-07-29,Dublin,15.3,12.0,20.5,3.2,,20.2
2023-07-29,Limerick,15.4,12.7,17.7,2.5,,29.1
2023-07-30,Cork,14.4,10.5,16.5,6.9,,20.6
2023-07-30,Dublin,15.2,13.1,18.1,2.8,,15.8
2023-07-30,Limerick,15.7,13.4,18.0,7.4,,21.4
2023-07-31,Cork,15.7,13.6,19.7,0.7,,18.3
2023-07-31,Dublin,15.6,15.2,18.3,4.1,,20.1
2023-07-31,Limerick,15.7,14.2,17.6,5.1,,26.6
2023-08-01,Cork,14.1,11.0,17.2,9.9,,17.4
2023-08-01,Dublin,15.3,11.9,20.3,15.6,,18.6
2023-08-01,Limerick,15.3,13.7,17.8,3.0,,16.7
2023-08-02,Cork,15.2,13.0,17.7,3.0,,25.3
2023-08-02,Dublin,14.3,13.2,17.8,1.6,,24.8
2023-08-02,Limerick,15.9,13.7,19.1,2.8,,18.6
2023-08-03,Cork,14.8,12.7,17.7,0.0,,27.6
2023-08-03,Dublin,14.7,11.5,20.0,0.8,,23.7
2023-08-03,Limerick,15.3,14.0,18.3,0.8,,18.8
2023-08-04,Cork,13.1,11.5,15.5,4.7,,16.2
2023-08-04,Dublin,13.4,8.7,18.1,45.4,,16.8
2023-08-04,Limerick,13.6,9.4,16.1,0.8,,11.4
2023-08-05,Cork,14.6,12.2,17.2,1.5,,32.7
2023-08-05,Dublin,12.9,10.8,18.1,2.6,,23.9
2023-08-05,Limerick,15.0,12.0,17.6,4.1,,26.8
2023-08-06,Cork,14.8,11.2,18.7,0.0,,17.7
2023-08-06,Dublin,12.9,8.7,20.0,1.8,,16.8
2023-08-06,Limerick,15.2,12.4,17.8,1.3,,14.7
2023-08-07,Cork,13.0,11.0,15.0,3.9,,12.1
2023-08-07,Dublin,13.7,8.7,19.2,0.0,,12.1
2023-08-07,Limerick,15.3,12.8,18.2,0.0,,12.3
2023-08-08,Cork,15.7,14.0,18.1,0.7,,9.2
2023-08-08,Dublin,14.4,10.4,19.7,0.3,,8.0
2023-08-08,Limerick,16.0,12.7,19.7,0.3,,7.8
2023-08-09,Cork,17.6,14.8,21.5,0.0,,12.6
2023-08-09,Dublin,18.2,12.1,24.0,0.0,,8.4
2023-08-09,Limerick,20.2,16.0,26.5,0.3,,12.0
2023-08-10,Cork,15.9,14.0,17.0,5.8,,23.0
2023-08-10,Dublin,17.8,14.2,23.8,0.0,,15.8
2023-08-10,Limerick,18.4,15.9,20.7,0.0,,20.7
2023-08-11,Cork,15.9,14.5,17.8,5.0,,27.0
2023-08-11,Dublin,17.9,14.3,22.1,1.0,,20.6
2023-08-11,Limerick,17.3,14.6,20.2,2.0,,23.1
2023-08-12,Cork,15.7,13.2,18.7,2.1,,25.2
2023-08-12,Dublin,16.9,16.2,20.9,0.0,,20.4
2023-08-12,Limerick,16.3,15.3,17.7,3.3,,30.1
2023-08-13,Cork,14.0,12.5,16.6,3.3,,14.1
2023-08-13,Dublin,16.0,13.7,20.9,0.0,,15.2
2023-08-13,Limerick,15.7,13.9,18.4,4.1,,18.9
2023-08-14,Cork,15.2,12.0,19.2,4.1,,17.2
2023-08-14,Dublin,15.3,12.5,21.2,0.0,,13.2
2023-08-14,Limerick,15.7,11.5,19.5,0.0,,12.0
2023-08-15,Cork,15.3,12.5,18.2,0.1,,12.2
2023-08-15,Dublin,15.5,12.8,22.0,0.0,,15.9
2023-08-15,Limerick,16.1,13.5,18.9,0.5,,10.4
2023-08-16,Cork,15.4,12.5,19.2,0.1,,14.1
2023-08-16,Dublin,14.0,10.4,18.8,0.0,,12.0
2023-08-16,Limerick,16.5,11.4,22.0,0.0,,7.2
2023-08-17,Cork,14.9,12.1,18.0,0.0,,19.3
2023-08-17,Dublin,16.1,11.2,21.5,1.0,,13.8
2023-08-17,Limerick,17.0,13.0,22.2,0.0,,18.5
2023-08-18,Cork,15.4,14.4,17.0,51.1,,28.4
2023-08-18,Dublin,16.4,15.2,18.8,22.2,,23.1
2023-08-18,Limerick,17.5,15.4,19.8,19.1,,22.2
2023-08-19,Cork,15.9,14.6,18.1,4.2,,28.6
2023-08-19,Dublin,17.9,15.5,21.8,0.1,,27.8
2023-08-19,Limerick,17.3,15.5,19.5,9.4,,28.2
2023-08-20,Cork,15.8,12.7,18.2,1.0,,21.8
2023-08-20,Dublin,17.7,14.4,22.6,0.0,,18.5
2023-08-20,Limerick,17.6,14.4,21.6,0.0,,22.5
2023-08-21,Cork,16.4,14.2,18.7,2.1,,24.6
2023-08-21,Dublin,18.2,16.0,22.9,0.0,,21.2
2023-08-21,Limerick,17.8,14.6,20.8,0.5,,21.8
2023-08-22,Cork,15.9,13.5,19.0,0.0,,16.7
2023-08-22,Dublin,16.7,15.1,20.9,0.4,,16.5
2023-08-22,Limerick,16.6,14.5,19.1,1.5,,20.2
2023-08-23,Cork,15.7,13.6,20.0,4.2,,10.6
2023-08-23,Dublin,15.9,11.5,20.5,0.4,,9.0
2023-08-23,Limerick,15.6,13.1,19.0,0.0,,12.2
2023-08-24,Cork,14.3,11.7,17.7,0.0,,15.1
2023-08-24,Dublin,14.6,10.8,19.3,0.0,,18.9
2023-08-24,Limerick,14.7,10.7,17.9,0.3,,13.0
2023-08-25,Cork,14.2,11.5,17.6,1.6,,18.3
2023-08-25,Dublin,14.1,12.0,19.4,8.5,,15.4
2023-08-25,Limerick,15.4,13.3,18.1,4.6,,15.9
2023-08-26,Cork,14.4,11.2,17.5,0.8,,22.3
2023-08-26,Dublin,13.8,11.2,19.8,3.9,,20.6
2023-08-26,Limerick,15.2,12.5,18.6,2.0,,16.0
2023-08-27,Cork,14.6,12.2,19.1,4.9,,22.2
2023-08-27,Dublin,13.6,11.8,19.2,1.8,,21.9
2023-08-27,Limerick,15.2,12.8,19.3,3.8,,17.7
2023-08-28,Cork,14.3,11.6,17.7,0.2,,13.2
2023-08-28,Dublin,14.2,9.7,18.6,0.2,,16.7
2023-08-28,Limerick,15.1,13.1,17.1,0.0,,12.3
2023-08-29,Cork,14.1,11.6,16.7,0.0,,17.8
2023-08-29,Dublin,14.1,12.4,18.2,0.0,,19.3
2023-08-29,Limerick,14.7,13.0,17.6,2.0,,15.9
2023-08-30,Cork,13.0,11.2,15.5,1.6,,10.5
2023-08-30,Dublin,13.3,9.8,18.0,0.0,,15.3
2023-08-30,Limerick,14.1,12.2,16.4,0.0,,9.8
2023-08-31,Cork,15.7,12.6,19.7,9.3,,16.1
2023-08-31,Dublin,13.8,11.5,17.1,2.1,,13.1
2023-08-31,Limerick,15.3,11.8,19.1,7.1,,16.1
2023-09-01,Cork,14.5,11.0,18.0,0.6,,7.6
2023-09-01,Dublin,15.3,14.1,19.9,0.0,,10.2
2023-09-01,Limerick,15.9,13.0,20.3,0.8,,8.0
2023-09-02,Cork,15.1,12.1,19.5,0.0,,8.5
2023-09-02,Dublin,15.3,12.6,21.5,0.0,,8.5
2023-09-02,Limerick,15.2,11.0,20.8,0.0,,5.7
2023-09-03,Cork,15.7,11.2,21.1,0.0,,8.1
2023-09-03,Dublin,16.9,10.4,24.2,0.0,,9.6
2023-09-03,Limerick,16.3,12.5,21.6,0.0,,6.3
2023-09-04,Cork,17.6,12.0,22.0,0.0,,18.8
2023-09-04,Dublin,16.1,10.0,23.7,0.0,,9.6
2023-09-04,Limerick,18.6,10.8,27.4,0.0,,9.3
2023-09-05,Cork,19.1,16.2,21.0,0.7,,23.6
2023-09-05,Dublin,17.6,14.8,22.1,0.0,,15.2
2023-09-05,Limerick,21.1,17.2,25.6,0.0,,13.8
2023-09-06,Cork,18.4,16.2,22.5,0.0,,15.6
2023-09-06,Dublin,18.9,12.4,26.4,0.0,,9.2
2023-09-06,Limerick,20.3,16.6,25.5,0.0,,15.9
2023-09-07,Cork,18.8,16.0,23.5,0.0,,14.3
2023-09-07,Dublin,18.7,16.0,25.3,0.0,,12.0
2023-09-07,Limerick,21.3,16.5,26.9,0.0,,11.3
2023-09-08,Cork,19.0,16.0,24.0,0.0,,8.1
2023-09-08,Dublin,19.6,14.7,26.8,0.0,,7.8
2023-09-08,Limerick,21.2,17.4,26.6,0.0,,8.4
2023-09-09,Cork,19.2,16.0,23.5,0.6,,7.4
2023-09-09,Dublin,20.1,16.5,26.1,0.0,,9.0
2023-09-09,Limerick,20.4,17.2,24.2,0.0,,9.2
2023-09-10,Cork,18.5,16.0,21.5,8.2,,10.8
2023-09-10,Dublin,17.9,15.1,21.0,14.0,,8.3
2023-09-10,Limerick,18.9,17.3,23.3,0.8,,7.5
2023-09-11,Cork,16.3,13.1,18.5,1.6,,14.6
2023-09-11,Dublin,15.4,14.9,17.1,8.6,,10.6
2023-09-11,Limerick,16.3,12.9,19.5,0.5,,13.1
2023-09-12,Cork,13.4,10.5,17.0,0.0,,22.3
2023-09-12,Dublin,12.2,10.7,17.8,0.0,,16.5
2023-09-12,Limerick,12.8,8.0,17.5,0.0,,11.1
2023-09-13,Cork,13.1,8.6,16.6,1.1,,18.3
2023-09-13,Dublin,11.4,5.9,17.4,1.0,,11.9
2023-09-13,Limerick,12.7,7.7,15.9,9.9,,15.6
2023-09-14,Cork,13.2,11.5,15.1,35.2,,10.8
2023-09-14,Dublin,14.0,11.2,18.5,18.8,,10.8
2023-09-14,Limerick,14.2,12.4,16.6,2.0,,8.0
2023-09-15,Cork,10.7,10.0,11.2,39.7,,24.4
2023-09-15,Dublin,11.4,11.3,12.2,14.0,,16.2
2023-09-15,Limerick,11.7,10.6,12.9,18.0,,9.6
2023-09-16,Cork,11.3,10.0,12.7,2.5,,26.9
2023-09-16,Dublin,12.1,10.6,15.3,7.4,,22.7
2023-09-16,Limerick,12.4,8.7,15.4,0.3,,17.7
2023-09-17,Cork,13.8,12.5,14.7,1.4,,14.8
2023-09-17,Dublin,14.6,11.7,15.6,14.6,,12.8
2023-09-17,Limerick,14.2,12.2,17.3,0.5,,8.5
2023-09-18,Cork,12.9,10.7,15.7,0.0,,22.0
2023-09-18,Dublin,13.1,11.6,17.7,3.4,,23.9
2023-09-18,Limerick,13.1,10.9,15.4,3.0,,21.2
2023-09-19,Cork,15.4,12.1,17.3,6.1,,35.1
2023-09-19,Dublin,14.8,10.6,20.0,6.8,,24.2
2023-09-19,Limerick,16.3,12.2,18.5,26.3,,33.9
2023-09-20,Cork,13.1,8.0,16.1,6.2,,24.9
2023-09-20,Dublin,14.2,13.5,17.4,0.9,,22.2
2023-09-20,Limerick,13.6,10.5,16.9,10.9,,26.4
2023-09-21,Cork,10.2,6.7,13.7,1.1,,12.5
2023-09-21,Dublin,11.2,5.8,17.0,0.0,,14.2
2023-09-21,Limerick,11.9,8.5,15.7,0.3,,11.5
2023-09-22,Cork,10.8,8.5,13.7,0.2,,19.6
2023-09-22,Dublin,10.4,7.7,15.7,0.1,,23.0
2023-09-22,Limerick,11.6,8.1,14.9,0.0,,14.4
2023-09-23,Cork,11.3,6.7,15.7,9.9,,21.0
2023-09-23,Dublin,11.1,4.3,17.4,0.1,,17.6
2023-09-23,Limerick,11.6,5.7,16.6,2.0,,17.7
2023-09-24,Cork,14.9,13.7,15.7,17.2,,26.6
2023-09-24,Dublin,16.3,11.9,20.4,1.7,,19.0
2023-09-24,Limerick,15.7,14.3,18.2,9.1,,20.8
2023-09-25,Cork,14.5,12.5,17.2,1.5,,26.7
2023-09-25,Dublin,15.4,13.7,19.6,1.4,,21.6
2023-09-25,Limerick,16.2,13.6,19.3,0.3,,27.9
2023-09-26,Cork,13.3,10.6,15.7,8.2,,22.0
2023-09-26,Dublin,14.2,13.1,18.8,2.2,,17.1
2023-09-26,Limerick,14.3,11.3,15.6,11.9,,20.8
2023-09-27,Cork,14.2,12.7,15.6,24.5,,38.7
2023-09-27,Dublin,13.9,8.5,18.0,10.4,,26.9
2023-09-27,Limerick,14.5,11.2,16.2,9.7,,31.4
2023-09-28,Cork,12.4,9.2,14.5,2.7,,19.7
2023-09-28,Dublin,13.4,12.1,16.2,0.9,,19.7
2023-09-28,Limerick,13.4,11.7,15.9,1.5,,21.6
2023-09-29,Cork,11.9,9.2,16.0,0.0,,13.6
2023-09-29,Dublin,12.7,10.3,18.1,0.1,,15.9
2023-09-29,Limerick,13.8,11.5,16.7,1.3,,18.9
2023-09-30,Cork,13.6,9.0,16.5,19.7,,23.4
2023-09-30,Dublin,12.6,8.0,17.7,12.1,,12.8
2023-09-30,Limerick,14.2,9.9,19.5,10.9,,17.4
2023-10-01,Cork,14.3,10.5,17.2,3.3,,15.3
2023-10-01,Dublin,15.8,11.9,19.6,0.0,,13.4
2023-10-01,Limerick,15.4,12.6,17.8,0.3,,15.6
2023-10-02,Cork,11.6,9.7,13.0,2.7,,9.8
2023-10-02,Dublin,12.1,8.5,14.8,0.1,,9.6
2023-10-02,Limerick,13.2,11.2,16.4,0.0,,11.7
2023-10-03,Cork,11.7,8.5,16.2,0.9,,17.2
2023-10-03,Dublin,12.4,8.8,17.2,0.0,,18.8
2023-10-03,Limerick,13.0,11.6,15.9,3.0,,21.0
2023-10-04,Cork,12.8,10.5,15.5,0.0,,21.4
2023-10-04,Dublin,13.6,10.9,16.5,3.2,,18.7
2023-10-04,Limerick,14.4,11.3,16.5,0.5,,19.7
2023-10-05,Cork,14.0,13.0,15.0,8.4,,27.8
2023-10-05,Dublin,15.2,12.9,18.5,0.5,,22.0
2023-10-05,Limerick,15.7,13.0,18.2,8.5,,20.2
2023-10-06,Cork,15.1,14.5,16.0,0.6,,25.0
2023-10-06,Dublin,17.8,13.9,21.2,0.0,,22.2
2023-10-06,Limerick,17.4,15.3,19.8,5.1,,15.3
2023-10-07,Cork,14.4,13.0,15.7,0.0,,18.3
2023-10-07,Dublin,17.7,15.2,21.8,0.0,,14.0
2023-10-07,Limerick,16.5,14.5,19.4,0.0,,12.6
2023-10-08,Cork,14.3,12.1,16.7,0.0,,6.8
2023-10-08,Dublin,15.9,11.6,21.6,0.0,,9.9
2023-10-08,Limerick,15.9,12.7,21.2,0.0,,10.6
2023-10-09,Cork,13.4,11.2,18.2,0.0,,6.9
2023-10-09,Dublin,17.4,13.1,23.4,0.0,,8.0
2023-10-09,Limerick,15.2,12.5,20.2,0.0,,5.1
2023-10-10,Cork,13.6,10.1,16.5,0.7,,14.1
2023-10-10,Dublin,17.9,13.4,21.7,3.8,,15.0
2023-10-10,Limerick,16.1,14.9,18.7,0.0,,17.8
2023-10-11,Cork,13.4,9.6,15.1,14.8,,13.5
