report_date,city,tavg,tmin,tmax,prcp,rhum,wspd
2023-10-11,Dublin,10.2,10.2,10.7,4.0,,13.4
2023-10-11,Limerick,11.8,7.9,15.2,10.9,,13.1
2023-10-12,Cork,10.8,9.0,12.6,4.7,,11.7
2023-10-12,Dublin,8.1,3.4,13.4,2.7,,7.8
2023-10-12,Limerick,8.7,3.7,13.0,0.3,,6.6
2023-10-13,Cork,11.0,8.5,12.7,11.6,,25.8
2023-10-13,Dublin,9.9,7.1,13.9,0.3,,20.2
2023-10-13,Limerick,10.5,8.4,13.1,2.3,,16.0
2023-10-14,Cork,8.1,5.6,10.7,0.0,,15.4
2023-10-14,Dublin,6.6,4.1,11.7,0.0,,21.3
2023-10-14,Limerick,8.8,4.6,11.6,1.3,,14.1
2023-10-15,Cork,6.4,3.2,10.2,0.0,,12.0
2023-10-15,Dublin,5.2,1.0,11.3,0.0,,10.5
2023-10-15,Limerick,5.7,0.8,10.5,0.0,,6.0
2023-10-16,Cork,10.0,5.0,11.7,2.0,,20.0
2023-10-16,Dublin,7.4,4.2,13.1,0.0,,10.6
2023-10-16,Limerick,8.6,4.7,12.8,0.0,,13.5
2023-10-17,Cork,10.9,10.0,11.7,34.5,,34.2
2023-10-17,Dublin,10.9,5.6,13.4,12.8,,21.3
2023-10-17,Limerick,9.7,7.6,10.8,20.9,,19.6
2023-10-18,Cork,12.9,11.2,14.0,43.8,,26.1
2023-10-18,Dublin,12.2,10.4,13.9,28.9,,24.8
2023-10-18,Limerick,12.7,9.7,14.0,23.9,,22.7
2023-10-19,Cork,13.4,11.5,15.0,7.1,,15.4
2023-10-19,Dublin,13.5,12.5,18.2,7.8,,15.2
2023-10-19,Limerick,13.9,11.4,17.3,0.8,,9.3
2023-10-20,Cork,12.1,9.6,13.5,16.9,,17.1
2023-10-20,Dublin,11.8,11.8,13.9,32.7,,24.6
2023-10-20,Limerick,12.7,10.0,15.7,5.1,,10.2
2023-10-21,Cork,9.0,7.1,11.0,1.7,,18.0
2023-10-21,Dublin,8.4,7.1,11.5,0.0,,19.5
2023-10-21,Limerick,9.1,7.4,11.4,3.0,,12.5
2023-10-22,Cork,10.0,7.1,12.7,3.8,,13.4
2023-10-22,Dublin,8.1,2.3,14.4,2.5,,11.0
2023-10-22,Limerick,9.9,5.9,14.2,0.0,,10.8
2023-10-23,Cork,10.5,8.2,12.0,15.5,,14.2
2023-10-23,Dublin,12.6,5.7,14.6,10.9,,18.3
2023-10-23,Limerick,11.3,9.8,12.7,22.1,,12.3
2023-10-24,Cork,8.5,5.7,12.0,0.8,,6.0
2023-10-24,Dublin,10.5,9.7,13.8,3.1,,12.2
2023-10-24,Limerick,9.8,8.2,12.7,0.0,,7.2
2023-10-25,Cork,8.5,4.5,11.5,5.4,,15.9
2023-10-25,Dublin,9.8,4.6,13.3,2.0,,10.8
2023-10-25,Limerick,8.4,5.4,11.9,4.1,,13.5
2023-10-26,Cork,10.5,8.0,13.7,0.4,,15.3
2023-10-26,Dublin,11.2,7.0,16.2,0.2,,10.4
2023-10-26,Limerick,11.3,8.6,14.7,5.1,,13.2
2023-10-27,Cork,9.2,7.0,12.1,3.3,,11.4
2023-10-27,Dublin,9.8,4.8,14.3,1.0,,11.0
2023-10-27,Limerick,10.7,8.4,14.1,2.0,,15.4
2023-10-28,Cork,9.9,6.7,11.7,1.6,,12.5
2023-10-28,Dublin,11.2,8.2,15.1,6.9,,16.8
2023-10-28,Limerick,10.9,9.2,14.3,1.0,,15.0
2023-10-29,Cork,8.4,5.2,11.5,0.3,,8.6
2023-10-29,Dublin,8.2,4.4,12.7,1.7,,11.0
2023-10-29,Limerick,8.5,4.9,12.6,11.9,,5.6
2023-10-30,Cork,9.8,8.0,12.7,1.3,,9.3
2023-10-30,Dublin,7.6,2.8,12.3,3.1,,7.8
2023-10-30,Limerick,10.3,6.0,13.1,2.0,,11.5
2023-10-31,Cork,10.0,7.0,12.7,22.9,,16.7
2023-10-31,Dublin,9.6,4.3,13.0,4.4,,13.5
2023-10-31,Limerick,9.4,5.8,12.6,4.1,,13.2
2023-11-01,Cork,8.9,6.8,12.0,9.9,,21.0
2023-11-01,Dublin,9.6,8.9,12.1,1.6,,14.8
2023-11-01,Limerick,9.5,4.7,12.4,6.1,,18.6
2023-11-02,Cork,7.8,6.2,11.0,0.6,,24.4
2023-11-02,Dublin,7.2,3.7,10.5,0.7,,17.6
2023-11-02,Limerick,8.7,4.6,11.5,2.3,,18.3
2023-11-03,Cork,8.5,5.7,11.5,0.0,,20.2
2023-11-03,Dublin,7.7,4.3,11.6,10.6,,18.2
2023-11-03,Limerick,9.5,7.3,13.4,0.9,,14.4
2023-11-04,Cork,8.1,6.2,10.6,14.8,,23.7
2023-11-04,Dublin,7.6,4.9,10.9,1.8,,15.0
2023-11-04,Limerick,8.0,6.9,9.4,6.1,,20.2
2023-11-05,Cork,8.1,5.6,11.0,0.0,,17.1
2023-11-05,Dublin,7.7,5.4,12.0,0.4,,16.5
2023-11-05,Limerick,8.8,6.4,11.2,2.3,,13.8
2023-11-06,Cork,7.3,5.6,9.7,0.0,,19.2
2023-11-06,Dublin,7.9,6.1,11.5,0.0,,19.4
2023-11-06,Limerick,8.7,7.8,10.8,3.5,,17.3
2023-11-07,Cork,8.1,6.0,10.7,3.7,,17.0
2023-11-07,Dublin,8.3,6.9,12.2,1.7,,19.3
2023-11-07,Limerick,9.1,6.4,11.5,2.3,,13.8
2023-11-08,Cork,7.7,4.5,11.7,6.2,,20.0
2023-11-08,Dublin,8.4,6.6,10.2,1.1,,18.6
2023-11-08,Limerick,8.6,6.2,10.9,7.9,,22.8
2023-11-09,Cork,6.2,3.7,8.0,0.0,,22.0
2023-11-09,Dublin,6.4,4.3,9.1,2.8,,18.3
2023-11-09,Limerick,7.7,5.7,9.4,10.9,,25.0
2023-11-10,Cork,8.6,6.7,11.2,0.0,,28.2
2023-11-10,Dublin,6.8,4.2,10.5,0.2,,19.1
2023-11-10,Limerick,9.2,6.3,11.6,4.3,,18.1
2023-11-11,Cork,7.0,3.7,9.5,3.4,,19.2
2023-11-11,Dublin,4.9,2.1,9.7,3.2,,13.5
2023-11-11,Limerick,5.9,1.4,9.3,0.0,,13.1
2023-11-12,Cork,10.5,8.0,12.7,10.4,,23.4
2023-11-12,Dublin,9.6,2.5,13.9,8.1,,15.9
2023-11-12,Limerick,10.4,7.7,12.8,4.1,,16.5
2023-11-13,Cork,11.1,9.0,12.7,15.5,,33.2
2023-11-13,Dublin,10.9,8.0,12.3,0.1,,29.4
2023-11-13,Limerick,11.4,9.6,13.7,8.1,,29.2
2023-11-14,Cork,9.8,7.3,12.2,0.0,,21.8
2023-11-14,Dublin,10.2,9.2,12.8,0.0,,19.7
2023-11-14,Limerick,10.7,8.9,12.4,1.3,,21.6
2023-11-15,Cork,7.4,4.5,9.2,0.3,,11.7
2023-11-15,Dublin,7.4,6.2,10.5,0.0,,18.3
2023-11-15,Limerick,8.8,7.7,11.2,1.0,,12.9
2023-11-16,Cork,7.6,3.6,10.0,4.8,,13.5
2023-11-16,Dublin,6.2,4.0,10.3,0.8,,9.0
2023-11-16,Limerick,7.6,5.5,11.0,2.0,,13.1
2023-11-17,Cork,8.2,5.0,12.6,13.5,,19.2
2023-11-17,Dublin,7.4,4.8,13.7,4.9,,17.1
2023-11-17,Limerick,8.7,6.6,11.7,7.9,,16.4
2023-11-18,Cork,12.1,10.7,13.0,0.4,,34.6
2023-11-18,Dublin,12.3,5.9,14.6,0.8,,18.0
2023-11-18,Limerick,12.9,9.3,13.8,6.1,,24.6
2023-11-19,Cork,10.5,8.2,12.1,2.1,,32.4
2023-11-19,Dublin,10.7,10.4,12.5,1.7,,21.9
2023-11-19,Limerick,11.3,8.9,12.3,5.1,,30.6
2023-11-20,Cork,9.9,8.5,11.0,2.2,,33.4
2023-11-20,Dublin,9.2,7.8,11.5,0.0,,25.0
2023-11-20,Limerick,10.3,8.4,11.7,11.7,,18.6
2023-11-21,Cork,8.0,6.7,9.7,0.0,,17.7
2023-11-21,Dublin,6.7,3.3,10.5,0.0,,16.0
2023-11-21,Limerick,8.2,5.7,9.7,0.0,,9.6
2023-11-22,Cork,9.6,5.7,12.0,0.0,,14.0
2023-11-22,Dublin,10.3,3.9,11.8,0.4,,22.0
2023-11-22,Limerick,10.7,9.9,11.3,1.0,,19.5
2023-11-23,Cork,10.6,8.1,12.5,0.0,,17.7
2023-11-23,Dublin,10.9,10.4,13.2,0.2,,27.6
2023-11-23,Limerick,11.2,9.7,12.6,0.5,,16.5
2023-11-24,Cork,8.9,6.2,11.2,0.0,,13.5
2023-11-24,Dublin,6.3,6.1,9.1,0.0,,15.8
2023-11-24,Limerick,9.4,6.8,11.3,0.3,,9.8
2023-11-25,Cork,7.6,5.7,9.1,0.1,,11.9
2023-11-25,Dublin,2.8,-1.0,7.4,0.0,,6.8
2023-11-25,Limerick,8.1,6.5,10.3,0.0,,13.6
2023-11-26,Cork,9.7,8.7,11.2,5.8,,14.7
2023-11-26,Dublin,8.2,-0.3,11.0,4.1,,10.6
2023-11-26,Limerick,10.3,8.9,11.7,2.8,,12.0
2023-11-27,Cork,7.3,3.2,9.2,0.0,,19.2
2023-11-27,Dublin,6.8,6.8,8.5,0.0,,20.7
2023-11-27,Limerick,7.8,2.2,10.2,0.5,,12.0
2023-11-28,Cork,4.3,1.7,8.0,0.0,,12.0
2023-11-28,Dublin,3.7,2.0,6.9,0.0,,12.2
2023-11-28,Limerick,4.2,0.4,8.3,0.0,,4.8
2023-11-29,Cork,4.2,2.5,5.5,0.1,,13.6
2023-11-29,Dublin,2.1,0.6,6.1,5.8,,13.5
2023-11-29,Limerick,4.6,1.1,6.8,0.0,,10.8
2023-11-30,Cork,1.9,0.7,4.0,0.0,,25.3
2023-11-30,Dublin,2.3,0.7,5.5,0.6,,19.7
2023-11-30,Limerick,0.9,-1.6,4.5,0.0,,14.1
2023-12-01,Cork,1.2,-1.0,4.7,0.1,,13.5
2023-12-01,Dublin,0.2,-2.5,3.2,0.0,,10.5
2023-12-01,Limerick,0.3,-3.3,3.8,0.0,,6.0
2023-12-02,Cork,3.4,1.7,6.6,1.7,,7.5
2023-12-02,Dublin,2.4,-2.5,5.9,0.2,,8.4
2023-12-02,Limerick,1.9,-0.3,5.5,6.1,,8.0
2023-12-03,Cork,3.5,2.5,4.6,6.5,,16.0
2023-12-03,Dublin,2.2,-1.5,6.2,0.5,,13.9
2023-12-03,Limerick,2.3,1.4,3.2,2.0,,11.6
2023-12-04,Cork,2.6,0.1,5.2,0.3,,28.5
2023-12-04,Dublin,3.8,0.8,5.5,0.0,,27.9
2023-12-04,Limerick,2.1,-0.6,6.1,0.0,,14.8
2023-12-05,Cork,3.1,2.0,5.2,0.2,,13.2
2023-12-05,Dublin,4.0,2.0,8.1,0.0,,17.1
2023-12-05,Limerick,1.0,-2.4,4.1,1.0,,7.2
2023-12-06,Cork,8.7,6.0,10.6,12.0,,33.2
2023-12-06,Dublin,7.1,1.4,12.1,1.2,,25.4
2023-12-06,Limerick,8.3,1.7,10.2,1.5,,25.8
2023-12-07,Cork,9.6,7.6,11.2,8.4,,24.9
2023-12-07,Dublin,10.0,8.0,12.8,3.1,,24.6
2023-12-07,Limerick,10.0,7.9,12.1,5.1,,20.8
2023-12-08,Cork,8.1,7.2,9.2,1.9,,25.6
2023-12-08,Dublin,9.0,8.5,12.0,10.3,,23.1
2023-12-08,Limerick,9.6,7.7,10.5,4.1,,29.0
2023-12-09,Cork,9.5,5.7,12.0,6.2,,28.6
2023-12-09,Dublin,9.4,8.6,11.2,6.7,,30.9
2023-12-09,Limerick,9.9,7.4,12.2,7.6,,32.2
2023-12-10,Cork,9.3,6.2,11.0,8.8,,29.7
2023-12-10,Dublin,8.6,6.6,10.9,1.9,,24.6
2023-12-10,Limerick,9.6,7.0,11.7,7.9,,31.5
2023-12-11,Cork,8.2,4.7,10.7,9.1,,15.6
2023-12-11,Dublin,8.4,6.3,10.6,7.3,,18.6
2023-12-11,Limerick,8.2,5.1,10.9,2.8,,13.6
2023-12-12,Cork,7.8,6.2,9.5,0.7,,17.2
2023-12-12,Dublin,7.8,4.8,9.2,0.1,,13.3
2023-12-12,Limerick,7.9,6.4,9.6,6.1,,9.8
2023-12-13,Cork,7.2,6.2,9.0,0.0,,22.2
2023-12-13,Dublin,5.8,2.9,9.1,0.2,,16.3
2023-12-13,Limerick,8.2,6.0,9.9,0.3,,14.1
2023-12-14,Cork,8.3,6.6,9.2,2.2,,12.2
2023-12-14,Dublin,8.0,3.2,9.1,0.0,,14.4
2023-12-14,Limerick,9.2,7.5,10.2,1.0,,14.1
2023-12-15,Cork,8.6,4.2,10.6,0.0,,15.3
2023-12-15,Dublin,9.5,7.5,11.7,0.0,,15.4
2023-12-15,Limerick,9.6,7.6,12.5,0.0,,13.8
2023-12-16,Cork,9.4,9.0,10.1,0.1,,27.3
2023-12-16,Dublin,10.2,8.1,12.0,0.0,,17.4
2023-12-16,Limerick,9.9,7.7,12.6,0.0,,15.2
2023-12-17,Cork,10.3,9.0,11.5,3.1,,29.8
2023-12-17,Dublin,11.2,9.4,13.5,0.5,,26.4
2023-12-17,Limerick,12.1,10.0,13.1,3.0,,22.2
2023-12-18,Cork,11.6,10.0,12.5,6.0,,19.0
2023-12-18,Dublin,12.1,11.0,13.9,0.7,,17.4
2023-12-18,Limerick,11.4,9.0,12.9,4.1,,12.5
2023-12-19,Cork,7.6,6.2,9.7,8.7,,20.1
2023-12-19,Dublin,7.1,5.7,9.4,0.3,,20.3
2023-12-19,Limerick,8.1,6.2,9.2,3.0,,17.4
2023-12-20,Cork,9.8,8.0,11.2,0.0,,31.0
2023-12-20,Dublin,9.2,5.3,11.9,0.7,,31.8
2023-12-20,Limerick,10.5,7.2,11.5,2.0,,34.2
2023-12-21,Cork,10.8,10.2,11.6,0.0,,42.8
2023-12-21,Dublin,10.4,9.3,11.7,1.9,,43.9
2023-12-21,Limerick,11.3,10.8,11.8,1.5,,37.6
2023-12-22,Cork,9.4,8.6,10.5,0.0,,30.8
2023-12-22,Dublin,9.5,8.9,10.9,0.1,,37.5
2023-12-22,Limerick,10.4,9.5,10.9,1.8,,31.4
2023-12-23,Cork,10.1,8.7,12.2,0.3,,25.4
2023-12-23,Dublin,10.3,9.2,13.0,1.9,,29.2
2023-12-23,Limerick,10.9,9.6,12.4,2.3,,32.4
2023-12-24,Cork,11.7,9.5,13.0,1.2,,28.0
2023-12-24,Dublin,11.3,9.6,12.9,2.0,,30.9
2023-12-24,Limerick,11.9,10.1,12.7,16.0,,31.6
2023-12-25,Cork,8.4,5.2,10.0,1.1,,19.8
2023-12-25,Dublin,8.6,8.9,9.9,1.0,,20.0
2023-12-25,Limerick,9.6,7.7,10.9,1.0,,23.9
2023-12-26,Cork,6.4,3.6,10.5,21.3,,18.6
2023-12-26,Dublin,5.9,3.5,13.9,11.8,,17.2
2023-12-26,Limerick,6.3,3.7,8.8,1.0,,17.2
2023-12-27,Cork,8.9,6.2,11.7,18.0,,37.4
2023-12-27,Dublin,8.9,3.4,13.1,8.2,,26.1
2023-12-27,Limerick,8.9,5.5,12.6,20.1,,28.5
2023-12-28,Cork,7.7,6.1,9.2,1.0,,30.8
2023-12-28,Dublin,7.6,5.9,9.6,0.5,,26.9
2023-12-28,Limerick,8.7,6.4,10.3,9.9,,36.4
2023-12-29,Cork,5.1,3.2,7.2,0.0,,16.3
2023-12-29,Dublin,5.2,5.2,10.1,3.9,,22.5
2023-12-29,Limerick,6.6,4.9,8.0,4.8,,20.8
2023-12-30,Cork,7.8,5.7,9.7,13.3,,31.3
2023-12-30,Dublin,7.3,2.8,11.0,1.1,,18.9
2023-12-30,Limerick,7.7,4.4,10.4,10.9,,28.0
2023-12-31,Cork,6.1,5.0,7.2,0.0,,33.4
2023-12-31,Dublin,6.8,6.2,8.5,2.7,,29.0
2023-12-31,Limerick,7.8,6.8,8.7,9.9,,30.2
2024-01-01,Cork,7.5,3.5,10.7,12.8,,21.9
2024-01-01,Dublin,6.3,3.1,10.9,7.6,,20.1
2024-01-01,Limerick,7.8,4.5,10.9,11.7,,20.3
2024-01-02,Cork,8.7,6.7,10.0,5.9,,19.4
2024-01-02,Dublin,8.6,2.9,9.9,6.9,,14.8
2024-01-02,Limerick,9.0,7.6,10.4,7.4,,18.3
2024-01-03,Cork,6.5,3.2,8.7,0.0,,17.2
2024-01-03,Dublin,7.4,5.8,8.5,0.1,,14.1
2024-01-03,Limerick,8.0,7.3,9.7,7.1,,18.3
2024-01-04,Cork,4.6,2.5,7.5,0.0,,11.6
2024-01-04,Dublin,5.9,4.5,7.2,0.3,,14.0
2024-01-04,Limerick,6.2,3.9,8.8,1.3,,12.8
2024-01-05,Cork,5.2,3.7,8.5,0.0,,17.6
2024-01-05,Dublin,3.9,2.1,7.1,0.1,,20.7
2024-01-05,Limerick,5.4,3.2,8.9,0.3,,10.6
2024-01-06,Cork,4.4,3.0,7.5,0.0,,14.0
2024-01-06,Dublin,2.4,0.7,5.7,0.0,,16.4
2024-01-06,Limerick,2.9,-0.5,8.4,0.0,,3.9
2024-01-07,Cork,3.0,0.7,6.1,0.0,,11.1
2024-01-07,Dublin,-0.1,-1.7,5.0,4.8,,9.9
2024-01-07,Limerick,-1.2,-2.0,-0.1,0.0,,3.9
2024-01-08,Cork,3.1,2.1,7.2,0.0,,21.0
2024-01-08,Dublin,3.7,-1.2,5.7,0.0,,19.2
2024-01-08,Limerick,0.4,-3.5,3.8,0.0,,8.2
2024-01-09,Cork,1.6,0.1,3.0,0.1,,25.0
2024-01-09,Dublin,4.0,3.9,5.9,0.0,,30.9
2024-01-09,Limerick,2.1,-0.2,4.1,0.0,,14.0
2024-01-10,Cork,1.9,-0.2,4.6,0.0,,20.7
2024-01-10,Dublin,5.1,4.2,7.4,0.4,,22.2
2024-01-10,Limerick,1.6,-2.0,6.0,0.0,,12.9
2024-01-11,Cork,4.4,2.7,6.0,0.0,,18.8
2024-01-11,Dublin,6.3,5.3,8.1,0.0,,15.4
2024-01-11,Limerick,4.8,2.0,7.7,0.0,,14.2
2024-01-12,Cork,3.5,2.5,4.2,0.0,,12.9
2024-01-12,Dublin,3.8,4.7,4.7,0.0,,12.5
2024-01-12,Limerick,4.1,-2.4,4.9,0.0,,8.7
2024-01-13,Cork,2.5,0.1,4.0,0.0,,14.6
2024-01-13,Dublin,2.6,1.2,4.5,0.5,,12.5
2024-01-13,Limerick,3.0,1.3,4.9,0.0,,2.8
2024-01-14,Cork,3.2,0.5,5.6,0.0,,14.2
2024-01-14,Dublin,2.6,0.6,5.7,0.0,,16.6
2024-01-14,Limerick,3.6,1.1,6.2,0.3,,6.8
2024-01-15,Cork,0.6,-0.9,3.5,0.0,,12.6
2024-01-15,Dublin,-0.2,-2.2,2.6,0.0,,16.3
2024-01-15,Limerick,1.8,-1.3,4.3,0.0,,5.2
2024-01-16,Cork,-0.3,-2.7,2.7,0.0,,9.0
2024-01-16,Dublin,1.7,-1.7,4.7,0.0,,17.0
2024-01-16,Limerick,0.4,-2.8,5.2,0.0,,7.4
2024-01-17,Cork,-0.4,-2.2,2.7,0.0,,18.3
2024-01-17,Dublin,-1.6,-3.7,2.8,0.0,,14.2
2024-01-17,Limerick,-0.3,-3.7,3.1,0.0,,7.7
2024-01-18,Cork,0.1,-2.7,4.0,0.0,,15.9
2024-01-18,Dublin,-1.6,-4.1,2.6,0.0,,17.0
2024-01-18,Limerick,-1.4,-5.6,4.7,0.0,,3.6
2024-01-19,Cork,2.8,-2.2,6.7,0.0,,16.0
2024-01-19,Dublin,2.3,-3.4,8.3,2.9,,18.2
2024-01-19,Limerick,2.0,-3.4,6.8,0.0,,16.7
2024-01-20,Cork,7.8,6.6,9.5,20.9,,36.3
2024-01-20,Dublin,8.4,0.4,10.7,2.3,,29.4
2024-01-20,Limerick,8.5,5.4,11.3,1.8,,24.1
2024-01-21,Cork,9.4,7.0,11.7,18.1,,45.2
2024-01-21,Dublin,9.9,6.6,14.1,5.3,,34.2
2024-01-21,Limerick,10.1,6.3,14.1,19.1,,38.4
2024-01-22,Cork,6.5,4.6,9.5,0.0,,25.5
2024-01-22,Dublin,6.7,6.1,11.8,1.8,,28.2
2024-01-22,Limerick,7.5,5.9,8.8,3.0,,31.2
2024-01-23,Cork,10.3,6.1,12.2,13.9,,39.9
2024-01-23,Dublin,10.2,5.2,14.8,5.0,,26.3
2024-01-23,Limerick,10.6,4.8,14.4,8.9,,40.7
2024-01-24,Cork,8.2,5.7,9.7,0.4,,18.2
2024-01-24,Dublin,7.9,7.4,11.8,0.8,,20.4
2024-01-24,Limerick,8.8,6.9,10.3,1.0,,21.6
2024-01-25,Cork,10.7,9.0,11.5,8.0,,35.1
2024-01-25,Dublin,11.0,4.1,14.1,2.8,,23.2
2024-01-25,Limerick,11.6,6.8,13.8,1.5,,22.5
2024-01-26,Cork,5.3,1.5,8.2,0.0,,19.7
2024-01-26,Dublin,6.1,3.6,8.4,0.0,,22.5
2024-01-26,Limerick,7.3,5.0,10.1,4.1,,21.8
2024-01-27,Cork,8.4,6.9,9.6,0.7,,25.5
2024-01-27,Dublin,8.4,4.0,11.9,0.0,,20.1
2024-01-27,Limerick,9.0,6.7,11.2,0.0,,22.6
2024-01-28,Cork,9.1,5.5,11.2,6.5,,25.8
2024-01-28,Dublin,10.8,8.3,14.8,9.6,,24.9
2024-01-28,Limerick,10.1,6.3,13.2,1.0,,26.8
2024-01-29,Cork,3.8,2.0,9.8,10.3,,24.0
2024-01-29,Dublin,4.7,3.5,5.3,6.3,,16.8
2024-01-29,Limerick,4.6,1.7,7.4,2.0,,10.8
2024-01-30,Cork,4.4,1.5,7.2,0.0,,12.2
2024-01-30,Dublin,3.2,-0.2,8.1,0.0,,15.0
2024-01-30,Limerick,4.2,-1.0,8.5,0.0,,11.0
2024-01-31,Cork,8.1,6.0,10.6,0.3,,26.8
2024-01-31,Dublin,7.1,0.8,11.3,3.3,,25.3
2024-01-31,Limerick,8.1,3.9,11.3,4.1,,21.3
2024-02-01,Cork,6.6,3.6,9.2,0.0,,11.7
2024-02-01,Dublin,5.9,2.8,11.3,0.0,,16.8
2024-02-01,Limerick,6.0,2.0,10.9,0.0,,8.7
2024-02-02,Cork,10.8,9.2,12.7,0.0,,20.6
2024-02-02,Dublin,11.4,3.3,13.2,0.8,,20.7
2024-02-02,Limerick,11.0,7.9,12.0,0.8,,23.9
2024-02-03,Cork,11.2,10.7,12.5,0.2,,20.2
2024-02-03,Dublin,9.5,8.7,11.4,0.2,,19.7
2024-02-03,Limerick,9.7,8.4,11.2,7.1,,11.9
2024-02-04,Cork,10.8,9.0,13.0,0.0,,23.9
2024-02-04,Dublin,10.7,8.0,14.1,0.0,,25.8
2024-02-04,Limerick,10.8,8.4,12.6,3.3,,29.0
2024-02-05,Cork,9.9,8.5,11.7,0.7,,27.1
2024-02-05,Dublin,10.5,9.3,12.0,6.2,,24.9
2024-02-05,Limerick,10.7,9.6,11.7,0.0,,23.6
2024-02-06,Cork,9.1,5.0,11.7,12.2,,26.2
2024-02-06,Dublin,7.1,8.8,8.8,6.4,,16.4
2024-02-06,Limerick,8.6,4.5,11.5,22.1,,20.8
2024-02-07,Cork,4.9,3.5,6.7,1.0,,16.7
2024-02-07,Dublin,2.5,0.5,6.9,13.7,,10.2
2024-02-07,Limerick,4.3,1.5,7.4,0.0,,8.5
2024-02-08,Cork,8.4,5.2,10.5,23.9,,20.6
2024-02-08,Dublin,5.0,1.1,8.1,13.1,,29.6
2024-02-08,Limerick,6.1,4.4,9.1,19.1,,14.1
2024-02-09,Cork,8.0,5.0,9.7,3.5,,12.4
2024-02-09,Dublin,5.8,3.8,7.0,0.5,,18.6
2024-02-09,Limerick,7.9,6.1,9.4,4.1,,10.8
2024-02-10,Cork,7.4,5.7,9.0,9.0,,21.9
2024-02-10,Dublin,4.8,1.4,10.3,0.0,,10.5
2024-02-10,Limerick,6.6,4.7,9.1,3.0,,15.9
2024-02-11,Cork,5.4,2.0,8.7,0.0,,16.4
2024-02-11,Dublin,4.8,2.4,9.2,0.1,,16.6
2024-02-11,Limerick,6.2,2.8,8.9,1.5,,16.0
2024-02-12,Cork,4.3,0.5,9.0,0.0,,16.0
2024-02-12,Dublin,4.8,2.1,8.9,0.7,,17.6
2024-02-12,Limerick,6.0,2.2,9.5,3.8,,19.0
2024-02-13,Cork,8.1,4.1,10.8,6.0,,16.7
2024-02-13,Dublin,6.4,3.1,11.2,3.3,,10.5
2024-02-13,Limerick,7.4,4.5,10.3,3.8,,11.8
2024-02-14,Cork,10.9,10.2,11.7,5.7,,26.0
2024-02-14,Dublin,11.1,4.1,14.0,5.7,,12.0
2024-02-14,Limerick,11.4,9.0,13.6,7.9,,13.5
2024-02-15,Cork,10.1,6.0,13.0,9.4,,17.3
2024-02-15,Dublin,11.3,10.6,13.2,1.8,,13.0
2024-02-15,Limerick,10.8,8.9,12.3,6.1,,10.4
2024-02-16,Cork,9.4,7.6,11.7,0.2,,17.6
2024-02-16,Dublin,9.4,5.3,12.0,0.0,,12.9
2024-02-16,Limerick,10.7,8.7,13.4,1.0,,17.8
2024-02-17,Cork,10.6,9.1,12.1,8.6,,17.4
2024-02-17,Dublin,10.3,5.3,13.8,1.9,,9.5
2024-02-17,Limerick,11.2,8.4,14.0,6.1,,13.2
2024-02-18,Cork,10.7,8.5,14.0,3.4,,16.7
2024-02-18,Dublin,10.9,8.6,13.6,0.6,,17.0
2024-02-18,Limerick,10.4,8.8,12.4,1.0,,13.2
2024-02-19,Cork,9.6,7.5,12.1,1.6,,18.4
2024-02-19,Dublin,9.6,8.1,12.1,0.1,,18.9
2024-02-19,Limerick,10.2,7.7,12.9,1.0,,16.8
2024-02-20,Cork,9.6,7.5,11.7,4.7,,22.8
2024-02-20,Dublin,9.7,8.5,13.4,2.0,,17.7
2024-02-20,Limerick,9.9,6.6,11.8,6.1,,16.3
2024-02-21,Cork,10.2,7.0,12.6,13.0,,29.2
2024-02-21,Dublin,10.2,4.3,13.9,3.7,,21.3
2024-02-21,Limerick,10.2,6.6,11.9,5.1,,23.4
2024-02-22,Cork,4.9,3.1,7.5,1.9,,21.9
2024-02-22,Dublin,5.4,4.5,7.6,0.7,,20.7
2024-02-22,Limerick,5.4,3.7,6.9,6.1,,17.7
2024-02-23,Cork,3.3,1.7,6.0,0.1,,18.9
2024-02-23,Dublin,4.2,2.6,8.1,0.2,,18.6
2024-02-23,Limerick,4.8,3.6,6.6,6.1,,18.3
2024-02-24,Cork,6.0,3.2,9.2,0.1,,17.6
2024-02-24,Dublin,3.9,2.2,8.7,3.2,,11.6
2024-02-24,Limerick,7.0,4.5,10.5,3.0,,13.2
2024-02-25,Cork,6.1,4.5,6.7,21.4,,32.7
2024-02-25,Dublin,5.7,0.9,8.0,0.8,,21.2
2024-02-25,Limerick,6.8,4.9,8.5,11.9,,22.7
2024-02-26,Cork,5.0,2.2,8.5,0.0,,21.4
2024-02-26,Dublin,4.2,1.2,9.8,0.2,,16.8
2024-02-26,Limerick,5.6,2.1,9.8,0.0,,14.0
2024-02-27,Cork,7.2,2.2,12.0,0.0,,17.1
2024-02-27,Dublin,6.9,0.3,11.5,1.2,,18.2
2024-02-27,Limerick,8.2,4.6,10.7,2.0,,18.6
2024-02-28,Cork,9.2,3.7,11.6,5.8,,21.6
2024-02-28,Dublin,9.1,3.7,13.0,2.7,,15.1
2024-02-28,Limerick,9.3,5.6,11.8,16.0,,20.7
2024-02-29,Cork,4.4,2.1,7.2,5.3,,16.8
2024-02-29,Dublin,5.7,5.1,9.0,17.7,,15.9
2024-02-29,Limerick,5.8,3.3,7.7,5.1,,21.6
2024-03-01,Cork,2.9,1.1,5.2,1.8,,30.9
