report_date,pred_national
2025-11-04,243.52911376953125
2025-11-05,262.3286294937134
2025-11-06,287.35977053642273
2025-11-07,253.38884162902832
2025-11-08,183.51060485839844
2025-11-09,179.27915000915527
2025-11-10,271.6825828552246
2025-11-11,251.3794665336609
2025-11-12,265.46487736701965
2025-11-13,285.71100187301636
2025-11-14,258.0240693092346
2025-11-15,227.0451316833496
2025-11-16,196.80909156799316
2025-11-17,258.19054222106934
